charity_number,name,activities,address,postcode,phone,email,website,income
1189671,Peter Marlow Foundation,"The Peter Marlow Foundation encourages, examines and celebrates the photography of humanity, its impact and legacy. From 2024 it will do this from a gallery based in Dungeness, Kent, housing an extensive archive and library, and offering workshops, exhibitions, residencies and talks to schools, the public and professionals.","Peter Marlow Foundation, 13-16 BRITTON STREET, LONDON",EC1M 5SX,02076899793,jess@petermarlowfoundation.org,https://petermarlowfoundation.org,36158
1184137,ABC Book Club,"For the benefit of the public to advance the education of children, in particular but not exclusively, by distributing children's books to local schools in need of resources, the installation of reading areas and libraries, and the purchase and assembly of furniture and furnishings in schools","9 St. Marks Road, BROMLEY",BR2 9HG,02083156925,hello@abcbookclub.co.uk,https://www.abcbookclub.co.uk,90585
1185604,NORTHFLEET AND ROSHERVILLE PAROCHIAL CHURCH COUNCIL,We are church that does a lot work within the community and spreading the word of God.,"The Vicarage, The Hill, Northfleet, GRAVESEND, Kent",DA11 9EU,01474535814,martin.fw@icloud.com,https://www.stbotolphnorthfleet.org.uk,92705
1190098,IDEAS TEST,Ideas Test work in Swale and Medway and supports communities to lead more creative lives and feel better about themselves and where they live.,"Room 5 1st Floor, 5A New Road Avenue, Chatham, Kent",ME4 6BB,07713865955,contact@ideastest.co.uk,https://www.ideastest.org.uk,509203
1188441,HAYLE PARK NATURE RESERVE,"Hayle Park Nature Reserve Trust manages 60 acres of woodland, parkland pasture and wildflower meadows in Tovil, Maidstone.","The Barn, Fieldfare Drive, Maidstone, Kent",me15 6xl,07949769276,haylepark@outlook.com,https://www.hayleparknaturereserve.org/,11909
1184753,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF SAINT LAWRENCE, BIDBOROUGH AND SAINT PETER, SOUTHBOROUGH","To promote the whole mission of the Church, pastoral, evangelistic, social and ecumenical","THE RECTORY, RECTORY DRIVE, BIDBOROUGH, TUNBRIDGE WELLS",TN3 0UL,01892528081,towerandsteeple@gmail.com,https://www.towerandsteeple.org,95573
1185305,THE REDEEMED CHRISTIAN CHURCH OF GOD PENIEL COURT,"The Redeemed Christian Church of God (RCCG) Peniel Court is a parish under the RCCG WorldwideChurch with the primary objective to reach out to all about the Christian faith with a focus within theBorough of Dartford and its immediate environs. We do this by preaching of the gospel, bible studies, prayer meetings, community outreaches, youth empowerment and financial support for the needy.","100 Lincoln Road, Slade Green, ERITH",DA8 2DT,01322839681,admin@penielcourt.org,https://www.penielcourt.org,15783
1185087,NEW SUSSEX OPERA,"The objects of the charity are encourage, advance, develop and maintain public education in, appreciation of and involvement in operatic arts and the performing arts by promoting a series of public performances, exhibitions and other cultural events.","5 De Warrenne Road, Lewes",BN7 1BP,01273471851,mail@newsussexopera.org,https://newsussxopera.org,54363
1184093,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST CHURCH, SOUTHBOROUGH",Religious Activities,"CHRIST CHURCH OFFICE, 86 Prospect Road, Southborough, TUNBRIDGE WELLS",TN4 0EG,01892513680,ccsouthborough@gmail.com,https://christchurchsouthborough.com,169559
1187332,FRIENDS OF REDE COMMON,"We organise work days to maintain and improve the nature reserve, check the site regularly for issues and monitor wildlife. We also hold events on site, fund raise and carry out projects, ensure the upkeep of the site, and promote our activities in the local area and online.","1 Warren Wood Road, ROCHESTER, Kent",ME1 2UB,07888686242,redecommon@gmail.com,https://redecommon.org.uk,200
1187214,MIDFIELD PRIMARY SCHOOL PARENT TEACHER ASSOCIATION,"The Midfield Primary School PTA is a charity whose object is to advance the education of pupils in the school in particular by: - developing effective relationships between the staff, parents and others associated with the school; - engaging in activities or providing facilities or equipment, which support the school and advance the education of the pupils.","MIDFIELD PRIMARY SCHOOL, GROVELANDS ROAD, ORPINGTON",BR5 3EG,02083006161,midfield.pta@gmail.com,,8087
1184259,FREEDOM VINEYARD DARTFORD,"Advancing the Christian faith, providing relief from poverty and hardship, building community in Dartford and the surrounding area.","19 Carrington Road, Dartford",DA1 1XN,01322 836868,hello@freedomvineyard.org,https://www.freedomvineyard.org,45989
1185772,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MATTHEW, HIGH BROOMS",Religious activities,"St. Matthews Church, High Brooms Road, TUNBRIDGE WELLS",TN4 9BW,01892618108,office@stmattschurch.org.uk,https://www.stmattschurch.org.uk,204937
1187889,BEXLEY NEPALESE COMMUNITY,"Bexley Nepalese Community operates in London Borough of Bexley. The charity accepts donations from community members and also receives grants from donors. The fund received will be used for the charity's main objects of social integration, improving language and digital skill of the deprived ,especially, families of Ex-Gurkha Armed force.","EQUITABLE HOUSE C/O Mantax Lynton, 7 GENERAL GORDON SQUARE, LONDON",SE18 6FH,02034906570,finance@bnc.org.uk,https://www.bnc.org.uk,44694
1185705,HARDRES STREET DROP IN CENTRE,"We aim to relieve the needs and promote social inclusion of persons in Ramsgate and the surrounding area who are in a condition of need by providing basic services to the community including but not limited to food bank, showers, laundry service, clothes bank, basic courses, soup kitchen and grants. We provide access to internet services and/or assist in filling in claim forms and creating cv's.","CENTENARY HALL, HARDRES STREET, RAMSGATE",CT11 8QP,01843 294942,1947jhowe@gmail.com,,0
1185000,THE LIMES COMMUNITY GARDEN,"To provide facilities for recreation or other leisure time occupation by providing an area for use as a community garden and other activities for individuals in The Limes, South Ashford and surrounding area.","The Limes Community Garden, The Limes, Kingsnorth, ASHFORD, Kent",TN23 3NY,01233637675,contact@thelimescommunitygarden.org,https://www.thelimescommunitygarden.org,3044
1187209,BROMLEY ARTS TRUST,The provision of the arts in the London Borough of Bromley and surrounding neighbourhoods by hosting various professional organisations and charities to encourage the public: to learn about the arts; to participate in the arts; to join a cultural event; to attend an educational course; to observe art displays and also to attend a wide variety of concerts and performances.,"Bromley Arts Trust, Ripley Arts Centre, 24 Sundridge Avenue, BROMLEY, Kent",BR1 2PX,02084645816,enquiries@bromleyarts.com,https://www.bromleyarts.com,153095
1184351,THE OLD BARN ORCHESTRAL SOCIETY,"We are an amateur orchestra, performing up to three concerts per year in the Medway and Maidstone area (in Kent) for the general public.","315 Station Road, Rainham, GILLINGHAM, Kent",ME8 7PU,01634376979,oldbarnos@gmail.com,https://oldbarnos.com,13228
1185373,LADY BOSWELL'S C.E. (AIDED) PRIMARY SCHOOL CHARITABLE TRUST,To provide assistance and support  for the education of children at Lady Boswells C.E. (Aided) Primary School,"LADY BOSWELLS PRIMARY SCHOOL, PLYMOUTH DRIVE, SEVENOAKS",TN13 3RW,01732452851,office@ladyboswells.kent.sch.uk,https://www.ladyboswells.kent.sch.uk,15299
1185877,FRIENDS OF DYMCHURCH RECREATION GROUND,The preservation and promotion of Dymchurch Recreation ground for use for recreational purposes for the community.,"c/o DYMCHURCH PARISH COUNCIL, 13 ORGARSWICK AVENUE, DYMCHURCH, ROMNEY MARSH",TN29 0NX,01303872708,fodymchurchrec@aol.com,,61952
1187683,CLUB AUSOME,We provide organized activities that enable the children to socialize and make new friends without discrimination.,"14 Canterbury Street, GILLINGHAM, Kent",ME7 5TX,01634 216 356,hello@clubausome.co.uk,https://www.clubausome.co.uk,81409
1188503,NORTHFLEET CENTRAL,"Makes Grants To Organisations,  Provides Buildings/facilities/open Space, Provides Services,Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","Brendan P Byrne &amp; Co Ltd, 12 Old Bexley Lane, BEXLEY, Kent",DA5 2BN,07432858794,admin@northfleetcentralcio.org,http://www.northfleetbiglocal.com,71
1188156,KING'S BUSINESS CLUB,"1. To advance Christian faith for general public benefit in the UK and beyond.2. To provide support and relief to the elderly, people with ill-health, homeless, and people leaving with dementia.3. To provide free music centres for youths for the benefit of advancing musical instrument skills acquisition.Those who          can benefit from it will include aged 13-18","4 Vicarage Drive, Northfleet, GRAVESEND, Kent",DA11 9HA,07587216272,kingsbusinessclub@gmail.com,https://kingsbusinessclub.org,553
1189256,FAVERSHAM COMMUNITY FIRST RESPONDERS,Faversham CFRS are volunteer members of their community who are trained to respond to emergency calls in conjunction with the South East Coast Ambulance Service. The Charity also provides training to members of the Public in life saving techniques as well as fundraising to support the work of the Faversham CFRs.,"89 St. Nicholas Road, FAVERSHAM, Kent",ME13 7PD,07716322399,Carol.Lewis2@secamb.nhs.uk,,394
1186867,HOPE CHURCH SITTINGBOURNE,"Hope Church Sittingbourne exists to grow & multiply the HOPE of Jesus in the hearts of everyone, everywhere, everyday.We aspire to reproduce disciples who; Honour Jesus, Obey His Word, Pray beyond themselves, Everyone a witness.We gather in homes & public places as well as weekly on Sundays to hear & obey the Word of God. We engage with local social justice & poverty issues.","32 Homewood Avenue, SITTINGBOURNE",ME10 1XW,07918788982,info@hopesittingbourne.org,https://www.hopesittingbourne.org,72217
1185331,THE COMMUNITY CUPBOARD,A registered charity providing food and and grocery support to residents in the local community.,"The Community Cupboard, Gamecock Meadow, London Road, West Kingsdown, SEVENOAKS",Kent,07526 823122,communitycupboard19@gmail.com,https://thecommunitycupboard.co.uk,196044
1185846,ST.FAITH'S COMMUNITY & YOUTH FOUNDATION,"We run a community centre in South London (Southwark, Lambeth borders). We host a wide range of user groups meeting needs for many different demographic groups. Our priorities are to build community cohesion, address deprivation, embrace diversity and promote health for people in our local community.","ST. FAITHS COMMUNITY CENTRE, RED POST HILL, LONDON",SE24 9JQ,02077337896,info@stfaithscentre.org,https://www.stfaithscentre.org,975600
1185513,SEVEN KINGS LIONS CLUB (CIO),"About Seven Kings ClubsLions are ordinary people who do extraordinary things to help others and support good causes throughout the British Isles.Globally we have more volunteers in more places than any other service club organisation, and love to help others and make things happen.Because we are local, we serve the unique needs of the communities in which we live.","AROMABATH, 556 HIGH ROAD, ILFORD",IG3 8EG,07710066565,secretary@lionsofsevenkings.com,https://www.lionsofsevenkings.com,13037
1187880,ARTS4KENT,"Arts4Kent raises funds to support national and local museums, galleries and art- and culture-related projects. It does this primarily by means of offering a programme of lectures, visits and other events to the general public. Surplus funds raised are granted to national and regional museums and galleries.","3 RAGSTONES, COPSE BANK, SEAL, SEVENOAKS",TN15 0DQ,07983742121,arts4kent1@gmail.com,,10306
1185549,FURLEY PARK PTA,"THE OBJECT OF THE ASSOCIATION (THE OBJECTS) IS TO ADVANCE THEEDUCATION OF PUPILS IN THE SCHOOL IN PARTICULAR BY:2.1 DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF, PARENTS AND OTHERS ASSOCIATED WITH THE SCHOOL2.2 ENGAGING IN ACTIVITIES OR PROVIDING FACILITIES OR EQUIPMENT WHICH SUPPORT THE SCHOOL AND ADVANCE THE EDUCATION OF THE PUPILS.","FURLEY PARK PTA, REED CRESCENT, KINGSNORTH, ASHFORD",TN23 3PA,01233501732,pta@furleypark.org.uk,,25338
1186630,"WHITSTABLE,HERNE BAY, CANTERBURY LIONS CLUB (CIO)","We are part of Lions Clubs International with  our Head Office in  Oakbrook, Chicago USA.We run  fund raising events such as Boot Fairs, Santa Grotto, Bucket Shakes  etc for Charity to support our local community","14 Winkle Close, HERNE BAY",CT6 8FJ,01227904119,ed601pier@gmail.com,https://www.whitstablelions.org.uk,33958
1189028,HIGH VOLTAGE PERFORMING ARTS,"The advancement of education and training in the art of music, The promotion of the arts in particular the art of music by promoting and developing community events and performances to facilitate participation in the arts; To promote social inclusion for the public benefit by preventing disabled people from becoming socially excluded, relieving their needs through music therapy","10 KINGSTON CLOSE, ROMFORD",RM6 5QB,07970162436,Info@hvpa.org.uk,https://www.hvpa.org.uk,30638
